Gene	Year	Citekey	Entity	Tier
CARD4	2012	loveGeneticLandscapeMutations2012	BL	2
TPST2	2012	loveGeneticLandscapeMutations2012	BL	2
PCLO	2012	lohrDiscoveryPrioritizationSomatic2012a	DLBCL	2
CXCR4	2012	khodabakhshiRecurrentTargetsAberrant2012	DLBCL	1
CDKN2C	NA	Unknown	BL	2
LAMA5	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	2
MRGPRF	2014	zhangGenomicLandscapeMantle2014	MCL	2
CD58	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
HLA-DQB1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
DOCK1	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
COQ7	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
EWSR1	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
CD274	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
CPXM2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
FBXO11	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	1
JAK1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
NOA1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
CD22	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
CDH8	2014	zhangGenomicLandscapeMantle2014	MCL	2
HLA-C	NA	Unknown	DLBCL	1
ALPK2	2019	paneaWholeGenomeLandscape2019	BL	2
TIPARP	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ODZ3	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
IRF8	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
SMEK1	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
STAT6	2016	morinGeneticLandscapesRelapsed2016	DLBCL	1
WNK1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
STAT3	2014	ohgamiSTAT3MutationsAre2014	DLBCL	1
PAX5	2001	pasqualucciHypermutationMultipleProtooncogenes2001a	DLBCL	2
RUNX1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MAP7D1	2023	russler-germainMutationsAssociatedProgression2023a	FL	2
SAPS2	2012	loveGeneticLandscapeMutations2012	BL	2
HIST1H2BC	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
ETS1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
GBP7	2023	russler-germainMutationsAssociatedProgression2023a	FL	2
CDC73	2012	loveGeneticLandscapeMutations2012	BL	2
YY1AP1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
TNFAIP3	2009	compagnoMutationsMultipleGenes2009a	DLBCL	1
UNC5B	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
RCC	NA	Unknown	DLBCL	2
NFKB2	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ZNF608	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
ZNF217	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
POGZ	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
OSBPL10	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
CHD8	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
STAT5B	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
CYB5D1	2012	loveGeneticLandscapeMutations2012	BL	2
HIST1H1D	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
PCDHB2	2014	zhangGenomicLandscapeMantle2014	MCL	2
CCNF	2015	abateDistinctViralMutational2015a	BL	2
MYO1E	NA	Unknown	DLBCL	2
DLGAP1	2012	loveGeneticLandscapeMutations2012	BL	2
ZFP36L1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
HLA-DQA1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	1
DHX15	2021	hubschmannMutationalMechanismsShaping2021b	FL	2
RAD9A	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
HIST1H2AG	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
NCOR1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
BLK	NA	Unknown	DLBCL	2
SALL3	2012	loveGeneticLandscapeMutations2012	BL	2
ITPR3	2012	loveGeneticLandscapeMutations2012	BL	2
BTG1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
MEF2C	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
PTPRN	2012	loveGeneticLandscapeMutations2012	BL	2
UBE2A	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
MARK1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
PPP6R2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
BCL2	2011	morinFrequentMutationHistonemodifying2011	FL	1
PLCG2	2019	paneaWholeGenomeLandscape2019	BL	2
CASP8	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
PC	2012	loveGeneticLandscapeMutations2012	BL	2
GRHPR	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
TTN	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
ATP11C	2014	zhangGenomicLandscapeMantle2014	MCL	2
HDAC7	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
BCL11A	NA	Unknown	DLBCL	1
MAGT1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
PMAIP1	NA	Unknown	BL	2
ERAP1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
NSD2	2013	beaLandscapeSomaticMutations2013	MCL	1
CADPS2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
WHAMM	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
C6orf27	2012	loveGeneticLandscapeMutations2012	BL	2
EBF1	2013	bohleRoleEarlyBcell2013	DLBCL	1
TBC1D26	2014	zhangGenomicLandscapeMantle2014	MCL	2
GNAS	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
PRKDC	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	1
BCOR	2020	nadeuGenomicEpigenomicInsights2020a	MCL	1
PRPS1	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
