Gene	Year	Citekey	Entity	Tier
PAPOLG	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	2
PPP4C	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
TMEM30A	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
ZFP36L1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
MCL1	2019	paneaWholeGenomeLandscape2019	BL	2
MCL1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
GRIK5	2012	loveGeneticLandscapeMutations2012	BL	2
MECOM	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
VWA7	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
CHD8	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
CHD8	2019	grandeGenomewideDiscoverySomatic2019	BL	1
MRGPRF	2014	zhangGenomicLandscapeMantle2014	MCL	2
NOL9	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	1
RAD9A	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
MAP7D1	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
GRB2	2019	paneaWholeGenomeLandscape2019	BL	2
GRB2	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	1
KRAS	2012	lohrDiscoveryPrioritizationSomatic2012a	DLBCL	1
MGA	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
COQ7	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
NFKBIZ	2016	morinGeneticLandscapesRelapsed2016	DLBCL	1
WDFY3	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
HIST1H2AG	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
HIST1H2AG	2019	paneaWholeGenomeLandscape2019	BL	2
VMA21	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
HIST1H4J	2019	paneaWholeGenomeLandscape2019	BL	2
CBLB	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
RBM6	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
NCOR1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
PREX1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
HIST1H1D	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
PLXNB3	2014	zhangGenomicLandscapeMantle2014	MCL	2
UNC5B	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
CDKN2A	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
POLRMT	2012	loveGeneticLandscapeMutations2012	BL	2
BTK	2017	albuquerqueEnhancingKnowledgeDiscovery2017a	DLBCL	1
ACE	2012	loveGeneticLandscapeMutations2012	BL	2
CD274	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
BCL2	2012	loveGeneticLandscapeMutations2012	BL	2
BCL2	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
CHD4	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
DCAF6	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
N2RF2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
CRIP1	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
USP7	2019	grandeGenomewideDiscoverySomatic2019	BL	1
BRAF	2011	tiacciBRAFMutationsHairycell2011a	DLBCL	1
BRAF	2012	loveGeneticLandscapeMutations2012	BL	2
MSH2	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
CDH8	2014	zhangGenomicLandscapeMantle2014	MCL	2
WNK1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
LRRN3	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
HNRNPU	2019	paneaWholeGenomeLandscape2019	BL	1
ATP11C	2014	zhangGenomicLandscapeMantle2014	MCL	2
GOLGA5	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
SIN3A	2019	grandeGenomewideDiscoverySomatic2019	BL	1
RBP3	2012	loveGeneticLandscapeMutations2012	BL	2
FTCD	2012	loveGeneticLandscapeMutations2012	BL	2
EXOSC6	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
CCND1	2013	beaLandscapeSomaticMutations2013	MCL	1
CDH9	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
POR	2012	loveGeneticLandscapeMutations2012	BL	2
TOP2A	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
NBEAL1	2012	loveGeneticLandscapeMutations2012	BL	2
RET	2012	loveGeneticLandscapeMutations2012	BL	2
DAZAP1	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
DAZAP1	2020	pararajalingamCodingNoncodingDrivers2020	DLBCL	1
SMC1A	2014	zhangGenomicLandscapeMantle2014	MCL	2
CYB5D1	2012	loveGeneticLandscapeMutations2012	BL	2
LAMA5	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	2
HNRNPH1	2020	pararajalingamCodingNoncodingDrivers2020	DLBCL	1
HNRNPH1	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
HIST1H2BC	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
CD74	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
KLHL26	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
IRF4	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
MGEA5	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
TCF3	2012	schmitzBurkittLymphomaPathogenesis2012	BL	1
RFX7	2019	grandeGenomewideDiscoverySomatic2019	BL	1
SNTB2	2019	paneaWholeGenomeLandscape2019	BL	2
GPC5	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	2
MKI67	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
MKI67	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
SYNE1	2020	nadeuGenomicEpigenomicInsights2020a	MCL	1
TTN	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
P2RY2	2012	loveGeneticLandscapeMutations2012	BL	2
CHD1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
KLHL14	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
LCOR	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
NOA1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
GNAI2	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
GNAI2	2019	grandeGenomewideDiscoverySomatic2019	BL	1
BRD4	2012	loveGeneticLandscapeMutations2012	BL	2
HIST1H3H	2019	paneaWholeGenomeLandscape2019	BL	2
CD44	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
SHROOM3	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
TPST2	2012	loveGeneticLandscapeMutations2012	BL	2
WDR90	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
DHX16	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
CASP8	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
KLHL6	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
TGFBR2	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
HIST1H2AM	2019	paneaWholeGenomeLandscape2019	BL	2
IRF8	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
BMP7	2019	paneaWholeGenomeLandscape2019	BL	1
CADPS2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
CTCF	2019	paneaWholeGenomeLandscape2019	BL	2
HIST1H1E	2019	grandeGenomewideDiscoverySomatic2019	BL	2
HIST1H1E	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
ZBTB7A	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
ZBTB7A	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
