pmid	doi	title	abstract	year	month	day	jabbrv	lastname	firstname
33872653	10.1016/j.jaci.2021.04.006	Mechanistic understanding of the combined immunodeficiency in complete human CARD11 deficiency.	Germline pathogenic variants impairing the caspase recruitment domain family member 11 (CARD11)-B cell chronic lymphocytic leukemia/lymphoma 10 (BCL10)-MALT1 paracaspase (MALT1) (CBM) complex are associated with diverse human diseases including combined immunodeficiency (CID), atopy, and lymphoproliferation. However, the impact of CARD11 deficiency on human B-cell development, signaling, and function is incompletely understood. This study sought to determine the cellular, immunological, and biochemical basis of disease for 2 unrelated patients who presented with profound CID associated with viral and fungal respiratory infections, interstitial lung disease, and severe colitis. Patients underwent next-generation sequencing, immunophenotyping by flow cytometry, signaling assays by immunoblot, and transcriptome profiling by RNA-sequencing. Both patients carried identical novel pathogenic biallelic loss-of-function variants in CARD11 (c.2509C&gt;T; p.Arg837∗) leading to undetectable protein expression. This variant prevented CBM complex formation, severely impairing the activation of nuclear factor-κB, c-Jun N-terminal kinase, and MALT1 paracaspase activity in B and T cells. This functional defect resulted in a developmental block in B cells at the naive and type 1 transitional B-cell stage and impaired circulating T follicular helper cell (cT<sub>FH</sub>) development, which was associated with impaired antibody responses and absent germinal center structures on lymph node histology. Transcriptomics indicated that CARD11-dependent signaling is essential for immune signaling pathways involved in the development of these cells. Both patients underwent hematopoietic stem cell transplantations, which led to functional normalization. Complete human CARD11 deficiency causes profound CID by impairing naive/type 1 B-cell and cT<sub>FH</sub> cell development and abolishing activation of MALT1 paracaspase, NF-κB, and JNK activity. Hematopoietic stem cell transplantation functionally restores impaired signaling pathways.	2021	12	21	J Allergy Clin Immunol	Lu	Henry Y
33941870	10.1038/s41418-021-00787-y	USP12 promotes CD4<sup>+</sup> T cell responses through deubiquitinating and stabilizing BCL10.	Deubiquitinases (DUBs) regulate diverse biological processes and represent a novel class of drug targets. However, the biological function of only a small fraction of DUBs, especially in adaptive immune response regulation, is well-defined. In this study, we identified DUB ubiquitin-specific peptidase 12 (USP12) as a critical regulator of CD4<sup>+</sup> T cell activation. USP12 plays an intrinsic role in promoting the CD4<sup>+</sup> T cell phenotype, including differentiation, activation, and proliferation. Although USP12-deficient CD4<sup>+</sup> T cells protected mice from autoimmune diseases, the immune response against bacterial infection was subdued. USP12 stabilized B cell lymphoma/leukemia 10 (BCL10) by deubiquitinating, and thereby activated the NF-κB signaling pathway. Interestingly, this USP12 regulatory mechanism was identified in CD4<sup>+</sup> T cells, but not in CD8<sup>+</sup> T cells. Our study results showed that USP12 activated CD4<sup>+</sup> T cell signaling, and targeting USP12 might help develop therapeutic interventions for treating inflammatory diseases or pathogen infections.	2022	03	25	Cell Death Differ	Fu	Yuling
34014917	10.1371/journal.pcbi.1007986	Signaling through polymerization and degradation: Analysis and simulations of T cell activation mediated by Bcl10.	The adaptive immune system serves as a potent and highly specific defense mechanism against pathogen infection. One component of this system, the effector T cell, facilitates pathogen clearance upon detection of specific antigens by the T cell receptor (TCR). A critical process in effector T cell activation is transmission of signals from the TCR to a key transcriptional regulator, NF-κB. The transmission of this signal involves a highly dynamic process in which helical filaments of Bcl10, a key protein constituent of the TCR signaling cascade, undergo competing processes of polymeric assembly and macroautophagy-dependent degradation. Through computational analysis of three-dimensional, super-resolution optical micrographs, we quantitatively characterize TCR-stimulated Bcl10 filament assembly and length dynamics, and demonstrate that filaments become shorter over time. Additionally, we develop an image-based, bootstrap-like resampling method that demonstrates the preferred association between autophagosomes and both Bcl10-filament ends and punctate-Bcl10 structures, implying that autophagosome-driven macroautophagy is directly responsible for Bcl10 filament shortening. We probe Bcl10 polymerization-depolymerization dynamics with a stochastic Monte-Carlo simulation of nucleation-limited filament assembly and degradation, and we show that high probabilities of filament nucleation in response to TCR engagement could provide the observed robust, homogeneous, and tunable response dynamic. Furthermore, we demonstrate that the speed of filament disassembly preferentially at filament ends provides effective regulatory control. Taken together, these data suggest that Bcl10 filament growth and degradation act as an excitable system that provides a digital response mechanism and the reliable timing critical for T cell activation and regulatory processes.	2021	09	10	PLoS Comput Biol	Campanello	Leonard
34192836	10.1515/hsz-2021-0250	The paracaspase MALT1 in psoriasis.	Psoriasis is a frequent autoimmune-related skin disease, which involves various cell types such as T cells, keratinocytes and dendritic cells. Genetic variations, such as mutations of <i>CARD14</i>, can promote the development of the disease. <i>CARD14</i> mutations as well as the stimulation of immune and cytokine receptors activate the paracaspase MALT1, a potent activator of the transcription factors NF-κB and AP-1. The disease-promoting role of MALT1 for psoriasis is mediated by both its protease activity as well as its molecular scaffold function. Here, we review the importance of MALT1-mediated signaling and its therapeutic implications in psoriasis.	2021	12	30	Biol Chem	Hailfinger	Stephan
34236636	10.1007/978-1-0716-1669-7_8	Methods to Study CARD11-BCL10-MALT1 Dependent Canonical NF-κB Activation in Jurkat T Cells.	Jurkat T cells have been of central importance for the discovery of signalling mediators driving NF-κB activation in response to T cell antigen receptor (TCR)/CD28 co-stimulation. The critical function of the key regulators identified in Jurkat T cells has subsequently been verified in primary murine and human T cells. CRISPR/Cas9-mediated genomic editing techniques in combination with viral reconstitution are powerful tools that now enable the investigation of the exact molecular mechanisms that govern T cell signalling, especially the impact of protein-protein interactions, protein modifications, or cancer-associated gain- or loss-of-function mutations. As exemplified by the CARD11 gene encoding a key regulator of NF-κB signalling in T cells, we describe here the detailed workflow for the generation of CRISPR/Cas9 knockout (KO) Jurkat T cells and the subsequent reconstitution using a lentiviral transduction protocol. In addition, we explain the use of a stable NF-κB-dependent EGFP reporter system that enables a reliable quantification of NF-κB transcriptional activation in the reconstituted KO Jurkat T cells.	2022	01	12	Methods Mol Biol	Gewies	Andreas
34412631	10.1186/s12935-021-02143-z	Contribution of nuclear BCL10 expression to tumor progression and poor prognosis of advanced and/or metastatic pancreatic ductal adenocarcinoma by activating NF-κB-related signaling.	We previously demonstrated that nuclear BCL10 translocation participates in the instigation of NF-κB in breast cancer and lymphoma cell lines. In this study, we assessed whether nuclear BCL10 translocation is clinically significant in advanced and metastatic pancreatic ductal adenocarcinoma (PDAC). We analyzed the expression of BCL10-, cell cycle-, and NF-κB- related signaling molecules, and the DNA-binding activity of NF-κB in three PDAC cell lines (mutant KRAS lines: PANC-1 and AsPC-1; wild-type KRAS line: BxPC-3) using BCL10 short hairpin RNA (shBCL10). To assess the anti-tumor effect of BCL10 knockdown in PDAC xenograft model, PANC-1 cells treated with or without shBCL10 transfection were inoculated into the flanks of mice. We assessed the expression patterns of BCL10 and NF-κB in tumor cells in 136 patients with recurrent, advanced, and metastatic PDAC using immunohistochemical staining. We revealed that shBCL10 transfection caused cytoplasmic translocation of BCL10 from the nuclei, inhibited cell viability, and enhanced the cytotoxicities of gemcitabine and oxaliplatin in three PDAC cell lines. Inhibition of BCL10 differentially blocked cell cycle progression in PDAC cell lines. Arrest at G1 phase was noted in wild-type KRAS cell lines; and arrest at G2/M phase was noted in mutant KRAS cell lines. Furthermore, shBCL10 transfection downregulated the expression of phospho-CDC2, phospho-CDC25C, Cyclin B1 (PANC-1), Cyclins A, D1, and E, CDK2, and CDK4 (BxPC-3), p-IκBα, nuclear expression of BCL10, BCL3, and NF-κB (p65), and attenuated the NF-κB pathway activation and its downstream molecule, c-Myc, while inhibition of BCL10 upregulated expression of p21, and p27 in both PANC-1 and BxPC-3 cells. In a PANC-1-xenograft mouse model, inhibition of BCL10 expression also attenuated the tumor growth of PDAC. In clinical samples, nuclear BCL10 expression was closely associated with nuclear NF-κB expression (p &lt; 0.001), and patients with nuclear BCL10 expression had the worse median overall survival than those without nuclear BCL10 expression (6.90 months versus 9.53 months, p = 0.019). Nuclear BCL10 translocation activates NF-κB signaling and contributes to tumor progression and poor prognosis of advanced/metastatic PDAC.	2021	08	22	Cancer Cell Int	Kuo	Sung-Hsin
34481211	10.1016/j.prp.2021.153593	Bcl-10, trypsin and synaptophysin helps recognize acinar cell and mixed acinar neuroendocrine cell carcinoma of the pancreas on both preoperative cytological samples and needle biopsy specimens.	Acinar cell carcinoma (ACC) of the pancreas are known to be rare and difficult to be recognize because they mimic other unrelated tumors (neuroendocrine, solid pseudopapillary) with different clinical behavior. Especially in the setting of inoperable patients, fine needle aspiration cytology (FNAC), core needle biopsy (FNAB) and immunocyto/histochemistry (ICC/IHC) play a crucial role in the differential diagnosis. The biological material available for ICC tests obtained by minimal invasive procedures is usually limited. Aim of the current study was to evaluate diagnostic panel based on a limited number of ICC markers for typing preoperatively ACC of the pancreas. Of 1820 needle sampling procedures performed and related to pancreatic lesions, 21 cases were extracted with a confirmed diagnosis of ACC on histology. Of them,12 were pure ACC and 9 mixed acinar-neuroendocrine carcinoma (MANEC). Smears of ACC, MANEC and a control group composed of 34neuroendocrine, 7solid pseudopapillary, 50ductal and 4 adenosquamous carcinoma were assessed with an ICC panel made up of BCL10, trypsin, synaptophysin, chromograninA, β-catenin. On cytology, BCL10 sensitivity and specificity for ACC was 100%. Trypsin correctly recognized 90% of the cases. Synaptophysin was helpful to correctly identify all the cases with a mixed neuroendocrine component. No significant cross-reaction was observed between BCL10 and trypsin in any of the control group case. BCL10 is a determinant marker for the diagnosis of acinar cell carcinoma and mixed acinar neuroendocrine cell carcinoma of the pancreas in a pre-operative citologic/histologic setting.	2022	01	28	Pathol Res Pract	Manfrin	Erminia
34499781	10.1111/pin.13164	Primary pure pancreatic-type acinar cell carcinoma of the stomach.	NA	2022	02	22	Pathol Int	Uno	Shunsuke
34826258	10.1126/sciimmunol.abi4425	Keratinocyte-intrinsic BCL10/MALT1 activity initiates and amplifies psoriasiform skin inflammation.	Psoriasis is a chronic inflammatory skin disease arising from poorly defined pathological cross-talk between keratinocytes and the immune system. BCL10 (B cell lymphoma/leukemia 10) and MALT1 (mucosa-associated lymphoid tissue lymphoma translocation protein 1) are ubiquitously expressed inflammatory signaling proteins that can interact with the psoriasis susceptibility factor CARD14, but their functions in psoriasis are insufficiently understood. We report that although keratinocyte-intrinsic BCL10/MALT1 deletions completely rescue inflammatory skin pathology triggered by germline <i>Card14</i> gain-of-function mutation in mice, the BCL10/MALT1 signalosome is unexpectedly not involved in the CARD14-dependent interleukin-17 receptor (IL-17R) proximal pathway. Instead, it plays a more pleiotropic role by amplifying keratinocyte responses to a series of inflammatory cytokines, including IL-17A, IL-1β, and TNF. Moreover, selective keratinocyte-intrinsic activation of BCL10/MALT1 signaling with an artificial engager molecule is sufficient to initiate lymphocyte-mediated psoriasiform skin inflammation, and aberrant BCL10/MALT1 activity is frequently detected in the skin of human sporadic psoriasis. Together, these results establish that BCL10/MALT1 signalosomes can act as initiators and crucial amplifiers of psoriatic skin inflammation and indicate a critical function for this complex in sporadic psoriasis.	2022	03	07	Sci Immunol	Kurgyis	Zsuzsanna
34868072	10.3389/fimmu.2021.786572	Clinical and Immunological Features of Human BCL10 Deficiency.	The CARD-BCL10-MALT1 (CBM) complex is critical for the proper assembly of human immune responses. The clinical and immunological consequences of deficiencies in some of its components such as CARD9, CARD11, and MALT1 have been elucidated in detail. However, the scarcity of BCL10 deficient patients has prevented gaining detailed knowledge about this genetic disease. Only two patients with BCL10 deficiency have been reported to date. Here we provide an in-depth description of an additional patient with autosomal recessive complete BCL10 deficiency caused by a nonsense mutation that leads to a loss of expression (K63X). Using mass cytometry coupled with unsupervised clustering and machine learning computational methods, we obtained a thorough characterization of the consequences of BCL10 deficiency in different populations of leukocytes. We showed that in addition to the near absence of memory B and T cells previously reported, this patient displays a reduction in NK, γδT, Tregs, and T<sub>FH</sub> cells. The patient had recurrent respiratory infections since early childhood, and showed a family history of lethal severe infectious diseases. Fortunately, hematopoietic stem-cell transplantation (HSCT) cured her. Overall, this report highlights the importance of early genetic diagnosis for the management of BCL10 deficient patients and HSCT as the recommended treatment to cure this disease.	2022	02	14	Front Immunol	Garcia-Solis	Blanca
34879060	10.1371/journal.pntd.0010029	Deep resequencing identifies candidate functional genes in leprosy GWAS loci.	Leprosy is the second most prevalent mycobacterial disease globally. Despite the existence of an effective therapy, leprosy incidence has consistently remained above 200,000 cases per year since 2010. Numerous host genetic factors have been identified for leprosy that contribute to the persistently high case numbers. In the past decade, genetic epidemiology approaches, including genome-wide association studies (GWAS), identified more than 30 loci contributing to leprosy susceptibility. However, GWAS loci commonly encompass multiple genes, which poses a challenge to define causal candidates for each locus. To address this problem, we hypothesized that genes contributing to leprosy susceptibility differ in their frequencies of rare protein-altering variants between cases and controls. Using deep resequencing we assessed protein-coding variants for 34 genes located in GWAS or linkage loci in 555 Vietnamese leprosy cases and 500 healthy controls. We observed 234 nonsynonymous mutations in the targeted genes. A significant depletion of protein-altering variants was detected for the IL18R1 and BCL10 genes in leprosy cases. The IL18R1 gene is clustered with IL18RAP and IL1RL1 in the leprosy GWAS locus on chromosome 2q12.1. Moreover, in a recent GWAS we identified an HLA-independent signal of association with leprosy on chromosome 6p21. Here, we report amino acid changes in the CDSN and PSORS1C2 genes depleted in leprosy cases, indicating them as candidate genes in the chromosome 6p21 locus. Our results show that deep resequencing can identify leprosy candidate susceptibility genes that had been missed by classic linkage and association approaches.	2022	02	16	PLoS Negl Trop Dis	Fava	Vinicius M
34928543	10.1002/iub.2581	BCL10 correlates with bad prognosis and immune infiltration of tumor microenvironment in hepatocellular carcinoma.	It has been reported that B-cell CLL-lymphoma 10 (BCL10) serves as an oncogene in cervical cancer. However, the roles of BCL10 in hepatocellular carcinoma (HCC), especially involved in immune infiltration remain not clear. This study aims to explore the relationship between BCL10 and the prognosis and clinical significance, and immune infiltration in HCC. The expression of BCL10 was analyzed between HCC samples and non-tumor samples in the multiple datasets. In addition, the prognostic values of BCL10 and its methylation in HCC were also investigated. The clinical significance of BCL10 has also been explored. Furthermore, the correlation between BCL10 and immune infiltration in HCC microenvironment was assessed. Finally, the biological behaviors of BCL10 in HCC were verified by cell function experiments. It was found that the expression levels of BCL10 were increased in HCC patients in multiple datasets. Moreover, the increased BCL10 and its reduced methylation were associated with the poor survival. BCL10 was significantly associated with immune infiltration. When BCL10 was knocked down in HCC cells, their proliferation ability was significantly inhibited, their migration was significantly decreased, their apoptosis was significantly increased, and AKT signaling pathway was inhibited. In conclusion, BCL10 is a potential prognostic and diagnostic biomarker related to immune infiltration in HCC microenvironment.	2022	01	08	IUBMB Life	Chen	Hao
31241148	10.1093/cvr/cvz169	B-cell lymphoma/leukaemia 10 and angiotensin II-induced kidney injury.	B-cell lymphoma/leukaemia 10 (Bcl10) is a member of the CARMA-Bcl10-MALT1 signalosome, linking angiotensin (Ang) II, and antigen-dependent immune-cell activation to nuclear factor kappa-B signalling. We showed earlier that Bcl10 plays a role in Ang II-induced cardiac fibrosis and remodelling, independent of blood pressure. We now investigated the role of Bcl10 in Ang II-induced renal damage. Bcl10 knockout mice (Bcl10 KO) and wild-type (WT) controls were given 1% NaCl in the drinking water and Ang II (1.44 mg/kg/day) for 14 days. Additionally, Bcl10 KO or WT kidneys were transplanted onto WT mice that were challenged by the same protocol for 7 days. Kidneys of Ang II-treated Bcl10 KO mice developed less fibrosis and showed fewer infiltrating cells. Nevertheless, neutrophil gelatinase-associated lipocalin (Ngal) and kidney injury molecule (Kim)1 expression was higher in the kidneys of Ang II-treated Bcl10 KO mice, indicating exacerbated tubular damage. Furthermore, albuminuria was significantly higher in Ang II-treated Bcl10 KO mice accompanied by reduced glomerular nephrin expression and podocyte number. Ang II-treated WT mice transplanted with Bcl10 KO kidney showed more albuminuria and renal Ngal, compared to WT- &gt; WT kidney-transplanted mice, as well as lower podocyte number but similar fibrosis and cell infiltration. Interestingly, mice lacking Bcl10 in the kidney exhibited less Ang II-induced cardiac hypertrophy than controls. Bcl10 has multi-faceted actions in Ang II-induced renal damage. On the one hand, global Bcl10 deficiency ameliorates renal fibrosis and cell infiltration; on the other hand, lack of renal Bcl10 aggravates albuminuria and podocyte damage. These data suggest that Bcl10 maintains podocyte integrity and renal function.	2020	10	19	Cardiovasc Res	Markó	Lajos
31751629	10.1016/j.dci.2019.103555	The signaling relations between three adaptors of porcine C-type lectin receptor pathway.	As one family of pattern recognition receptors (PRRs), The C-type lectin receptors (CLRs) play a key role in the anti-fungal infection. The CLR pathway signaling is relayed by adaptor complex which comprises CARD9, BCL10 and MALT1. However, the relationship between these three adaptors has not been investigated. In this study, we isolated porcine CARD9, BCL10 and MALT1 and examined their signaling functions. The three ectopic adaptors were similarly and uniformly expressed in cytoplasm, with CARD9 inactive, BCL10 significant active, and MALT1 slightly active for downstream NF-κB signaling and gene expressions. With the three adaptors together, NF-κB signaling and gene expressions were strongly activated, however, no IFN signal was activated in any case. The signaling relationship between the adaptors were dissected, the NF-κB signaling results showed that CARD9 could inhibit both BCL10 and MALT1 activities, while BCL10 and MALT1 synergized each other particularly when moderate amount of BCL10 plus low amount of MALT1 were considered. Low amount of CARD9 could further synergized with BCL10 and MALT1, maximizing signaling activity of the adaptor complex. This study revealed the porcine CLR pathway adaptor signaling functions and their optimal collective activity, thus providing a unique insight into the porcine innate immunity.	2021	06	23	Dev Comp Immunol	Jiang	Sen
31757436	10.1016/j.pathol.2019.08.012	Marginal zone B-cell lymphoma: lessons from Western and Eastern diagnostic approaches.	Marginal zone B-cell lymphomas (MZLs) are a group of clinically indolent B-cell lymphomas postulated to derive from memory B lymphocytes in the 'marginal zone' of secondary lymphoid tissue. Today, MZL is recognised as a nosological umbrella term encompassing distinct entities with some shared phenotypic and genotypic features, including extranodal marginal zone B-cell lymphoma (EMZL) or mucosa-associated lymphoid tissue (MALT) lymphoma, splenic MZL, and nodal MZL, accounting for approximately 70%, 20%, and 10% of MZLs, respectively. These lymphomas share some phenotypic and genotypic features and have some variants and related provisional diseases, but are different in regards to their clinical and molecular characteristics. In addition, they are frequently associated with chronic antigenic stimulation represented either by infectious agents, particularly bacteria and viruses, or autoimmune diseases as exemplified by Sjögren syndrome, Hashimoto thyroiditis, and newly recognised IgG4-related disease. Furthermore, several chromosomal translocations have been identified in EMZL. In this review, we will focus on the updated histopathological criteria and the main problems with differential diagnoses in order to aid the diagnostic approach in our routine practice.	2020	07	29	Pathology	Nakamura	Shigeo
31774199	10.15252/embj.2019102030	Paracaspase MALT1 regulates glioma cell survival by controlling endo-lysosome homeostasis.	Glioblastoma is one of the most lethal forms of adult cancer with a median survival of around 15 months. A potential treatment strategy involves targeting glioblastoma stem-like cells (GSC), which constitute a cell autonomous reservoir of aberrant cells able to initiate, maintain, and repopulate the tumor mass. Here, we report that the expression of the paracaspase mucosa-associated lymphoid tissue l (MALT1), a protease previously linked to antigen receptor-mediated NF-κB activation and B-cell lymphoma survival, inversely correlates with patient probability of survival. The knockdown of MALT1 largely impaired the expansion of patient-derived stem-like cells in vitro, and this could be recapitulated with pharmacological inhibitors, in vitro and in vivo. Blocking MALT1 protease activity increases the endo-lysosome abundance, impairs autophagic flux, and culminates in lysosomal-mediated cell death, concomitantly with mTOR inactivation and dispersion from endo-lysosomes. These findings place MALT1 as a new druggable target involved in glioblastoma and unveil ways to modulate the homeostasis of endo-lysosomes.	2020	07	13	EMBO J	Jacobs	Kathryn A
31808815	10.1093/cvr/cvz320	A complex role for Bcl10 in kidney injury.	NA	2020	10	09	Cardiovasc Res	Ren	Jiafa
31883669	10.1016/j.pathol.2019.09.014	The clinicopathological and genetic features of ovarian diffuse large B-cell lymphoma.	Ovarian lymphoma, whether a primary or secondary condition, is very rare. Little is known about its genetic aberrations. Here, we reviewed the clinical, morphological and immunohistochemical characteristics of nine ovarian diffuse large B-cell lymphoma (DLBCL) cases and performed fluorescence in situ hybridisation (FISH) analysis to detect MYC, BCL2 and BCL6 translocations. We also performed whole exome sequencing analysis to determine their genomic features compared with those of conventional extranodal DLBCL. The results showed that six of nine cases were bilateral and three cases were left-sided. Histologically, the tumour cells were homogeneous and a starry-sky pattern was very common in ovarian DLBCL (Burkitt-like). Immunohistochemically, most of the cases (7/9) were germinal centre B-cell-like (GCB) subtype, and dual expression of MYC and BCL2 was found in three cases of ovarian DLBCL. A double-hit (involving MYC and BCL6) phenotype was found in one case of ovarian DLBCL (GCB subtype). Sequencing analysis revealed that NOTCH4, NCOR2, BCL10 and CARD11 were frequently mutated both in ovarian DLBCL and conventional extranodal DLBCL. COL27A1, PRKCB, HLA-A, NOTCH3 and HDAC4 mutations were found only in ovarian DLBCL but not in conventional DLBCL, and NOTCH3 and HDAC4 mutations were only identified in the GCB subtype. Furthermore, several signalling pathways including the B-cell receptor, Epstein-Barr virus infection, HTLV-1 infection, Notch, PI3K-AKT and mTOR were found to be involved in ovarian DLBCL. Our results broaden the understanding of the clinicopathological and molecular characteristics of ovarian DLBCL and compare their genetic features to those of conventional extranodal DLBCL for the first time.	2020	11	16	Pathology	Xu	Hui
31961340	10.1172/JCI97040	GRK2 suppresses lymphomagenesis by inhibiting the MALT1 proto-oncoprotein.	Antigen receptor-dependent (AgR-dependent) stimulation of the NF-κB transcription factor in lymphocytes is a required event during adaptive immune response, but dysregulated activation of this signaling pathway can lead to lymphoma. AgR stimulation promotes assembly of the CARMA1-BCL10-MALT1 complex, wherein MALT1 acts as (a) a scaffold to recruit components of the canonical NF-κB machinery and (b) a protease to cleave and inactivate specific substrates, including negative regulators of NF-κB. In multiple lymphoma subtypes, malignant B cells hijack AgR signaling pathways to promote their own growth and survival, and inhibiting MALT1 reduces the viability and growth of these tumors. As such, MALT1 has emerged as a potential pharmaceutical target. Here, we identified G protein-coupled receptor kinase 2 (GRK2) as a new MALT1-interacting protein. We demonstrated that GRK2 binds the death domain of MALT1 and inhibits MALT1 scaffolding and proteolytic activities. We found that lower GRK2 levels in activated B cell-type diffuse large B cell lymphoma (ABC-DLBCL) are associated with reduced survival, and that GRK2 knockdown enhances ABC-DLBCL tumor growth in vitro and in vivo. Together, our findings suggest that GRK2 can function as a tumor suppressor by inhibiting MALT1 and provide a roadmap for developing new strategies to inhibit MALT1-dependent lymphomagenesis.	2020	09	15	J Clin Invest	Cheng	Jing
32008135	10.1007/s10875-020-00760-3	Human BCL10 Deficiency due to Homozygosity for a Rare Allele.	In 2014, a child with broad combined immunodeficiency (CID) who was homozygous for a private BCL10 allele was reported to have complete inherited human BCL10 deficiency. In the present study, we report a new BCL10 mutation in another child with CID who was homozygous for a BCL10 variant (R88X), previously reported as a rare allele in heterozygosis (minor allele frequency, 0.000003986). The mutant allele was a loss-of-expression and loss-of-function allele. As with the previously reported patient, this patient had complete BCL10 deficiency. The clinical phenotype shared features, such as respiratory infections, but differed from that of the previous patient that he did not develop significant gastroenteritis episodes or chronic colitis. Cellular and immunological phenotypes were similar to those of the previous patient. TLR4, TLR2/6, and Dectin-1 responses were found to depend on BCL10 in fibroblasts, and final maturation of T cell and B cell maturation into memory cells was affected. Autosomal-recessive BCL10 deficiency should therefore be considered in children with CID.	2021	07	02	J Clin Immunol	Van Den Rym	Ana
32012328	10.1002/hon.2718	High throughput sequencing reveals high specificity of TNFAIP3 mutations in ocular adnexal marginal zone B-cell lymphomas.	The majority of ocular adnexal (OA) lymphomas (OAL) are extranodal marginal zone lymphomas (MZL). First high throughput sequencing (HTS) studies on OA-MZL showed inconsistent results and the distribution of mutations in reactive lymphoid lesions of this anatomic region has not yet been sufficiently addressed. We characterized OAL and lymphoid lesions of the OA by targeted HTS. The study included 34 OA-MZL, 11 chronic conjunctivitis, five mature small cell B-cell lymphomas spreading to the OA, five diseases with increase of IgG4+ plasma cells, three Burkitt lymphomas (BL), three diffuse large B-cell lymphomas (DLBCL), three mantle cell lymphomas, three idiopathic orbital inflammations/orbital pseudo tumors (PT), and three OA lymphoid hyperplasia. All cases were negative for Chlamydia. The mutational number was highest in BL and lowest in PT. The most commonly (and exclusively) mutated gene in OA-MZL was TNFAIP3 (10 of 34 cases). Altogether, 20 out of 34 patients harbored mutually exclusive mutations of either TNFAIP3, BCL10, MYD88, ATM, BRAF, or NFKBIE, or nonexclusive mutations of IRF8, TNFRSF14, KLHL6, and TBL1XR1, all encoding for NK-κB pathway compounds or regulators. Thirteen patients (38%) had, to a great part, mutually exclusive mutations of chromatin modifier-encoding genes: KMT2D, CREBBP, BCL7A, DNMT3A, EP300, or HIST1H1E. Only four patients harbored co-occurring mutations of genes encoding for NK-κB compounds and chromatin modifiers. Finally, PTEN, KMT2D, PRDM1, and HIST1H2BK mutations were observable in reactive lymphoid lesions too, while such instances were devoid of NF-κB compound mutations and/or mutations of acetyltransferase-encoding genes. In conclusion, 80% of OA-MZL display mutations of either NK-κB compounds or chromatin modifiers. Lymphoid lesions of the OA bearing NF-κB compound mutations and/or mutations of acetyltransferase-encoding genes highly likely represent lymphomas.	2020	08	31	Hematol Oncol	Vela	Visar
32164050	10.4143/crt.2019.606	Caspase Recruitment Domain Containing Protein 9 Suppresses Non-Small Cell Lung Cancer Proliferation and Invasion via Inhibiting MAPK/p38 Pathway.	Caspase recruitment domain containing protein 9 (CARD9) has been demonstrated to be a pro-tumor factor in various cancers. However, our previous study found a significant decrease of CARD9 in malignant pleural effusion compared with benign pleural effusion. So we investigated the role of CARD9 in non-small cell lung cancer (NSCLC) and its working mechanism. Immunohistochemistry, western blot, and quantitative real-time polymerase chain reaction were used to detect the expression of CARD9 in specimens of NSCLC patients. The Cancer Genome Atlas (TCGA) databasewas also used to analyze the expression of CARD9 in NSCLC and its predicting value for prognosis. Immunofluorescence was used for CARD9 cellular location. Cell growth assay, clonal formation assay, wound healing assay, matrigel invasion assay, and flow cytometry were used to test cell proliferation, migration, invasion, apoptosis, and cycle progression of NSCLC cells with CARD9 knockdown or CARD9 overexpression. Co-immunoprecipitation was used to identify the interaction between CARD9 and B-cell lymphoma 10 (BCL10). SB203580 was used to inhibit p38 activation. CARD9 was decreased in NSCLC tissues compared with normal tissues; low CARD9 expression was associated with poor survival. CARD9 was expressed both in tumor cells and macrophages. Downregulation of CARD9 in NSCLC cells enhanced the abilities of proliferation, invasion and migration via activated MAPK/p38 signaling, while overexpression of CARD9 presented antitumor effects. BCL10 was identified to interact with CARD9. We demonstrate that CARD9 is an independent prognostic factor in NSCLC patients and inhibits proliferation, migration, and invasion by suppressing MAPK/p38 pathway in NSCLC cells.	2021	03	10	Cancer Res Treat	Pan	Linyue
