Gene	Year	Citekey	Entity	Tier
ETS1	2019	paneaWholeGenomeLandscape2019	BL	3
ETS1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
ETV6	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
EWSR1	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
EXOSC6	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
EXTL3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
EZH1	2017	jalladesExomeSequencingIdentifies2017	MZL	2
EZH2	2010	morinSomaticMutationsAltering2010	DLBCL	1
EZH2	2010	morinSomaticMutationsAltering2010	FL	1
EZH2	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	1
EZH2	2012	loveGeneticLandscapeMutations2012	BL	1
EZR	2020	deschGenotypingCirculatingTumor2020	PMBL	2
FAIM	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
FAM129B	2012	loveGeneticLandscapeMutations2012	BL	3
FAM161A	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
FAM38B	2013	morinMutationalStructuralAnalysis2013	DLBCL	3
FAM62C	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
FANCD2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
FAS	2016	spinaGeneticsNodalMarginal2016	MZL	1
FAS	2007	schollMutationsRegionFAS2007	DLBCL	1
FAS	2011	morinFrequentMutationHistonemodifying2011	FL	1
FAT1	2016	spinaGeneticsNodalMarginal2016	MZL	1
FAT2	2011	morinFrequentMutationHistonemodifying2011	DLBCL	2
FAT4	2013	parryWholeExomeSequencing2013	MZL	2
FAT4	2014	zhangGenomicLandscapeMantle2014	MCL	2
FAT4	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
FBLN2	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
FBXO11	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
FBXO11	2013	parryWholeExomeSequencing2013	MZL	2
FBXO11	2012	richterRecurrentMutationID32012	BL	1
FBXO31	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
FBXW7	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
FGD3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
FGFR1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
FGFR3	2012	loveGeneticLandscapeMutations2012	BL	3
FGFRL1	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
FIGN	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
FLNA	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
FLNC	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
FLT1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
FLYWCH1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
FMO2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
FN1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
FNDC1	2013	morinMutationalStructuralAnalysis2013	DLBCL	3
FOXC1	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
FOXO1	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
FOXO1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
FOXO1	2011	morinFrequentMutationHistonemodifying2011	FL	1
FOXO1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	1
FOXP1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
FRMPD1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
FTCD	2012	loveGeneticLandscapeMutations2012	BL	3
FUBP1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
FUT5	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	3
FZD1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
FZD3	2019	paneaWholeGenomeLandscape2019	BL	3
FZR1	2021	hubschmannMutationalMechanismsShaping2021	FL	2
GABRA1	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	2
GABRA2	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	2
GABRG1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GAK	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	3
GATA2	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
GATA3	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
GBP7	2023	russler-germainMutationsAssociatedProgression2023	FL	2
GCN1L1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GCSAM	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
GGTLA4	2012	loveGeneticLandscapeMutations2012	BL	2
GJA8	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GJB4	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GNA13	2011	morinFrequentMutationHistonemodifying2011	FL	1
GNA13	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
GNA13	2015	reichelFlowSortingExome2015	PMBL	1
GNA13	2012	schmitzBurkittLymphomaPathogenesis2012	BL	1
GNAI2	2019	grandeGenomewideDiscoverySomatic2019	BL	1
GNAI2	2023	drevalGeneticSubdivisionsFollicular2023	FL	1
GNAI2	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
GNAS	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
GOLGA5	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
GOPC	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GPC5	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
GPD2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GPR126	2006	wenigerMutationsTumorSuppressor2006	PMBL	2
GPR133	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GPR15	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GPR98	2016	spinaGeneticsNodalMarginal2016	MZL	2
GPS2	2012	rossiCodingGenomeSplenic2012	MZL	2
GRB2	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	1
GREM2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GRHPR	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	1
GRIA2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GRIK5	2012	loveGeneticLandscapeMutations2012	BL	3
GRIN2A	2014	zhangGenomicLandscapeMantle2014	MCL	2
GRM5	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
GRM6	2023	russler-germainMutationsAssociatedProgression2023	FL	2
GSG2	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
GTSE1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
H1FOO	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	2
H6PD	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
HACE1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
HCK	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
HDAC7	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
HECW2	2015	reichelFlowSortingExome2015	PMBL	2
HELLS	2015	reichelFlowSortingExome2015	PMBL	2
HEPH	2014	zhangGenomicLandscapeMantle2014	MCL	2
HEPH	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
HERC2	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
HFE	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
HIPK3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
HIST1H1B	2021	sarkozyMutationalLandscapeGray2021	PMBL	1
HIST1H1B	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	1
HIST1H1B	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H1B	2022	maSubtypespecificCooccurringGenetic2022	BL	2
HIST1H1C	2019	paneaWholeGenomeLandscape2019	BL	3
HIST1H1C	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
HIST1H1C	2011	morinFrequentMutationHistonemodifying2011	FL	1
HIST1H1D	2017	jalladesExomeSequencingIdentifies2017	MZL	2
HIST1H1D	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H1D	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
HIST1H1E	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H1E	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
HIST1H1E	2015	reichelFlowSortingExome2015	PMBL	1
HIST1H1E	2019	grandeGenomewideDiscoverySomatic2019	BL	1
HIST1H2AC	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
HIST1H2AC	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H2AD	2017	jalladesExomeSequencingIdentifies2017	MZL	2
HIST1H2AG	2012	rossiCodingGenomeSplenic2012	MZL	2
HIST1H2AG	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H2AG	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
HIST1H2AG	2019	paneaWholeGenomeLandscape2019	BL	3
HIST1H2AL	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	2
HIST1H2AM	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	1
HIST1H2AM	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H2AM	2019	paneaWholeGenomeLandscape2019	BL	3
HIST1H2BC	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
HIST1H2BC	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H2BC	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
HIST1H2BD	2017	krysiakRecurrentSomaticMutations2017	FL	2
HIST1H2BG	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H2BK	2019	paneaWholeGenomeLandscape2019	BL	3
HIST1H2BK	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
HIST1H2BK	2012	rossiCodingGenomeSplenic2012	MZL	2
HIST1H2BM	2017	krysiakRecurrentSomaticMutations2017	FL	2
HIST1H2BO	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	2
HIST1H3A	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	2
HIST1H3B	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
HIST1H3B	2015	reichelFlowSortingExome2015	PMBL	2
HIST1H3D	2019	paneaWholeGenomeLandscape2019	BL	2
HIST1H3G	2017	krysiakRecurrentSomaticMutations2017	FL	2
HIST1H3H	2019	paneaWholeGenomeLandscape2019	BL	3
HIST1H3I	2017	krysiakRecurrentSomaticMutations2017	FL	2
HIST1H3I	2019	paneaWholeGenomeLandscape2019	BL	2
HIST1H3J	2019	paneaWholeGenomeLandscape2019	BL	3
HIST1H4C	2015	reichelFlowSortingExome2015	PMBL	2
HIST1H4E	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
HIST1H4I	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
HIST1H4J	2019	paneaWholeGenomeLandscape2019	BL	2
HIST1H4J	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
HIST2H2BE	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	1
HIST4H4	2017	jalladesExomeSequencingIdentifies2017	MZL	2
HK3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
HLA-A	2020	deschGenotypingCirculatingTumor2020	PMBL	2
HLA-A	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
HLA-B	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
HLA-B	2019	wienandGenomicAnalysesFlowsorted2019	PMBL	1
HLA-C	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
HLA-C	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	1
HLA-DMA	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	2
HLA-DMB	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	1
HLA-DQA1	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	3
HLA-DQB1	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
HLA-DRB1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
HMGB1	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
HNF1B	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
HNRNPD	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
HNRNPH1	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
HNRNPH1	2020	pararajalingamCodingNoncodingDrivers2020	DLBCL	2
HNRNPR	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
HNRNPU	2019	paneaWholeGenomeLandscape2019	BL	1
HNRNPU	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
HRAS	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
HRAS	2017	jalladesExomeSequencingIdentifies2017	MZL	2
HRNR	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
HSF2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
HVCN1	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	1
HVCN1	2017	krysiakRecurrentSomaticMutations2017	FL	1
ICK	2012	loveGeneticLandscapeMutations2012	BL	3
ID3	2012	richterRecurrentMutationID32012	BL	1
ID3	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
ID3	2016	spinaGeneticsNodalMarginal2016	MZL	1
IDH1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
IER2	2013	morinMutationalStructuralAnalysis2013	DLBCL	3
IFNGR1	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
IGLL5	2019	paneaWholeGenomeLandscape2019	BL	1
IGLL5	2020	deschGenotypingCirculatingTumor2020	PMBL	2
IGLL5	2023	russler-germainMutationsAssociatedProgression2023	FL	1
IGLL5	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	1
IKBKB	2011	rossiAlterationBIRC3Multiple2011	MZL	2
IKBKB	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
IKBKB	2019	wienandGenomicAnalysesFlowsorted2019	PMBL	2
IKBKE	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	2
IKZF3	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
IKZF3	2019	paneaWholeGenomeLandscape2019	BL	2
IL13RA1	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
IL16	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
IL1RAPL2	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
IL4R	2018	viganoSomaticIL4RMutations2018	PMBL	1
IL4R	2021	dunsCharacterizationDLBCLPMBL2021	DLBCL	1
IL6	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	2
IL6ST	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
INO80	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
INSC	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
INTS6	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
IQGAP1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
IQUB	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
IRF1	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	2
IRF2BP2	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
IRF4	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
IRF4	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
IRF4	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
IRF8	2019	paneaWholeGenomeLandscape2019	BL	2
IRF8	2011	morinFrequentMutationHistonemodifying2011	FL	1
IRF8	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
IRF8	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	1
ITGA2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ITGA8	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ITGB3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ITGB4	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
ITPKB	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
ITPKB	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	1
ITPKB	2015	reichelFlowSortingExome2015	PMBL	1
ITPR1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
ITPR3	2018	tiacciPervasiveMutationsJAKSTAT2018	PMBL	2
ITPR3	2012	loveGeneticLandscapeMutations2012	BL	3
JAG1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
JAK1	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	1
JAK1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
JAK3	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
JAKMIP2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
JUNB	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
JUNB	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
JUP	2021	hubschmannMutationalMechanismsShaping2021	FL	2
KANK2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
KAT6A	2017	jalladesExomeSequencingIdentifies2017	MZL	2
KCMF1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
KCNA3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KCNAB3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KCNC2	2013	beaLandscapeSomaticMutations2013	MCL	2
KCNJ6	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KCNK10	2019	paneaWholeGenomeLandscape2019	BL	3
KCNT2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KDM2B	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
KDM6A	2017	jalladesExomeSequencingIdentifies2017	MZL	2
KDR	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KIAA1614	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
KIAA1671	2013	beaLandscapeSomaticMutations2013	MCL	2
KIF1C	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
KIF21B	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KIF26A	2017	jalladesExomeSequencingIdentifies2017	MZL	2
KIFC3	2012	loveGeneticLandscapeMutations2012	BL	3
KIR3DL1	2023	russler-germainMutationsAssociatedProgression2023	FL	2
KIT	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KITLG	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
KLB	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KLC3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KLF2	2017	jalladesExomeSequencingIdentifies2017	MZL	1
KLF2	2020	deschGenotypingCirculatingTumor2020	PMBL	2
KLF2	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
KLF2	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	1
KLF4	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KLHL14	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
KLHL21	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
KLHL26	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
KLHL6	2016	ganapathiGeneticLandscapeDural2016	MZL	1
KLHL6	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
KLHL6	2011	morinFrequentMutationHistonemodifying2011	FL	1
KLRC4	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
KMT2C	2014	zhangGenomicLandscapeMantle2014	MCL	2
KMT2C	2021	sarkozyMutationalLandscapeGray2021	PMBL	1
KMT2C	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
KMT2C	2019	zhouSporadicEndemicBurkitt2019	BL	2
KMT2D	2019	grandeGenomewideDiscoverySomatic2019	BL	1
KMT2D	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
KMT2D	2011	morinFrequentMutationHistonemodifying2011	FL	1
KMT2D	2020	deschGenotypingCirculatingTumor2020	PMBL	2
KMT2D	2012	rossiCodingGenomeSplenic2012	MZL	1
KMT2D	2013	beaLandscapeSomaticMutations2013	MCL	1
KRAS	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
KRT6A	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
KRTAP5-5	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	2
LAMA5	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
LAPTM5	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	2
LAPTM5	2021	hubschmannMutationalMechanismsShaping2021	FL	2
LCOR	2015	novakWholeexomeAnalysisReveals2015	DLBCL	1
LEPR	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
LEPREL1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LIFR	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LILRA2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LIMD2	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
LIN54	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
LIN7C	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LPHN2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LPHN3	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
LPP	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
LRAP	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LRIG3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LRP1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LRP10	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LRP12	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	2
LRP1B	2016	spinaGeneticsNodalMarginal2016	MZL	2
LRP1B	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LRP3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
LRRN3	2021	sarkozyMutationalLandscapeGray2021	PMBL	2
LRRN3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
LTB	2020	deschGenotypingCirculatingTumor2020	PMBL	1
LTB	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	1
LTB	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
LUZP4	2013	beaLandscapeSomaticMutations2013	MCL	2
LYN	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	2
LYST	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MAGEC1	2023	russler-germainMutationsAssociatedProgression2023	FL	2
MAGEC2	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
MAGEC3	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
MAGT1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MALAT1	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
MAP2K1	2016	louissaintPediatrictypeNodalFollicular2016	FL	1
MAP2K1	2015	shinBRAFV600EMAP2K12015	DLBCL	2
MAP2K3	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
MAP3K14	2012	ottoGeneticLesionsTRAF32012	PMBL	1
MAP3K14	2011	rossiAlterationBIRC3Multiple2011	MZL	1
MAP3K6	2012	loveGeneticLandscapeMutations2012	BL	3
MAP4K4	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
MAP7D1	2023	russler-germainMutationsAssociatedProgression2023	FL	2
MARCHF7	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MARK1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
MBL2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MCL1	2019	paneaWholeGenomeLandscape2019	BL	2
MCL1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MCL1	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
MCM8	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
MCRS1	2012	rossiCodingGenomeSplenic2012	MZL	2
MECOM	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MED12L	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
MED13L	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MEF2B	2013	beaLandscapeSomaticMutations2013	MCL	1
MEF2B	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
MEF2B	2011	morinFrequentMutationHistonemodifying2011	FL	1
MEF2C	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	1
MEF2C	2024	laurentFollicularLymphomaComprises2024	FL	2
MET	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MFHAS1	2021	sarkozyMutationalLandscapeGray2021	PMBL	2
MGA	2017	jalladesExomeSequencingIdentifies2017	MZL	2
MGA	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
MGEA5	2021	hubschmannMutationalMechanismsShaping2021	FL	2
MIB1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MIR142	2019	grandeGenomewideDiscoverySomatic2019	BL	2
MIR142	2012	kwanhianMicroRNA142Mutated202012	DLBCL	1
MKI67	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
MKI67	2023	russler-germainMutationsAssociatedProgression2023	FL	2
MLH1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
MME	2019	paneaWholeGenomeLandscape2019	BL	3
MMEL1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
MN1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MORC2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MPDZ	2015	reichelFlowSortingExome2015	PMBL	2
MPDZ	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
MPEG1	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
MPL	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MRGPRF	2014	zhangGenomicLandscapeMantle2014	MCL	2
MS4A1	2020	rushtonGeneticEvolutionaryPatterns2020	DLBCL	1
MS4A1	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	1
MSH2	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
MSH6	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MSL2	2012	rossiCodingGenomeSplenic2012	MZL	2
MSN	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
MTMR3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
MTMR8	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
MTOR	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
MTOR	2019	paneaWholeGenomeLandscape2019	BL	3
MYB	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
MYB	2020	deschGenotypingCirculatingTumor2020	PMBL	2
MYBPC2	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
MYC	1992	johnstonCmycHypermutationBurkitt1992	BL	1
MYC	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
MYC	2001	pasqualucciHypermutationMultipleProtooncogenes2001	DLBCL	1
MYC	2006	rossiAberrantSomaticHypermutation2006	FL	1
MYC	2017	jalladesExomeSequencingIdentifies2017	MZL	2
MYCBP2	2021	hubschmannMutationalMechanismsShaping2021	FL	2
MYD88	2012	yanBCRTLRSignaling2012	MZL	1
MYD88	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
MYD88	2011	ngoOncogenicallyActiveMYD882011	DLBCL	1
MYH10	2012	loveGeneticLandscapeMutations2012	BL	3
