Gene	Year	Citekey	Entity	Tier
P2RX5	2023		DLBCL	2
P2RY2	2012	loveGeneticLandscapeMutations2012	BL	2
P2RY8	2012	LOF	DLBCL	1
PABPC1	2012		DLBCL	3
PABPC4L	2019	paneaWholeGenomeLandscape2019	BL	3
PACRG	2016	spinaGeneticsNodalMarginal2016	MZL	2
PADI1	2016		DLBCL	3
PAPOLG	2016		DLBCL	2
PAPPA2	2016		DLBCL	3
PARK2	2016	spinaGeneticsNodalMarginal2016	MZL	2
PASD1	2016		DLBCL	2
PASK	2016		DLBCL	2
PAX5	2016		DLBCL	2
PBX1	2016		DLBCL	3
PC	2012	loveGeneticLandscapeMutations2012	BL	3
PCBP1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	1
PCCB	2012		DLBCL	3
PCDE1C	2012		DLBCL	3
PCDH7	2012		DLBCL	3
PCDHA11	2019	paneaWholeGenomeLandscape2019	BL	3
PCDHB1	2019		DLBCL	3
PCDHB11	2019		DLBCL	2
PCDHB15	2019		DLBCL	3
PCDHB2	2014	zhangGenomicLandscapeMantle2014	MCL	2
PCDHB3	2014		DLBCL	3
PCDHB5	2014		DLBCL	3
PCDHB6	2014		DLBCL	2
PCDHGA2	2014		DLBCL	3
PCLO	2014		DLBCL	2
PCSK2	2013	beaLandscapeSomaticMutations2013	MCL	2
PDCD11	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
PDE1C	2012		DLBCL	3
PDE4DIP	2012		DLBCL	3
PDGFC	2012		DLBCL	2
PDGFRA	2012		DLBCL	3
PDGFRB	2012		DLBCL	3
PDIA2	2012		DLBCL	3
PDLIM3	2013	beaLandscapeSomaticMutations2013	MCL	2
PDS5B	2013		DLBCL	2
PDZRN3	2013		DLBCL	3
PDZRN4	2013		DLBCL	3
PFN1	2013		DLBCL	3
PGR	2013		DLBCL	3
PHF6	2013		DLBCL	3
PHIP	NA	Unknown	PMBL	2
PIK3CD	NA		DLBCL	2
PIK3R1	NA		DLBCL	2
PIM1	NA	GOF	DLBCL	1
PIM2	NA		DLBCL	1
PKD1	NA		DLBCL	3
PLA2G4B	NA		DLBCL	3
PLA2G4D	2013	parryWholeExomeSequencing2013	MZL	2
PLCB4	2013		DLBCL	3
PLCG2	2013		DLBCL	3
PLEKHA7	2013		DLBCL	3
PLXNB3	2014	zhangGenomicLandscapeMantle2014	MCL	2
PMS1	2014		DLBCL	2
PNLIPRP1	2014		DLBCL	3
PNPO	2014		DLBCL	2
PNPT1	2014		DLBCL	3
POGZ	2014		DLBCL	3
POLD3	2014		DLBCL	3
POLE	2014		DLBCL	3
POLQ	2014		DLBCL	3
POLRMT	2012	loveGeneticLandscapeMutations2012	BL	3
POR	2012	loveGeneticLandscapeMutations2012	BL	3
POT1	2014	zhangGenomicLandscapeMantle2014	MCL	1
POU2AF1	2014	LOF	DLBCL	1
POU2F2	2014	LOF	DLBCL	1
PPARGC1A	2014		DLBCL	3
PPP2R2B	2014		DLBCL	3
PPP2R5A	2014		DLBCL	2
PPP4C	2021	hubschmannMutationalMechanismsShaping2021	FL	2
PPP6R2	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
PPWD1	2022		DLBCL	3
PRDM1	2022	LOF	DLBCL	1
PRDM16	2022		DLBCL	3
PREX1	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
PRKCB	2022		DLBCL	2
PRKCB1	2022		DLBCL	3
PRKCQ	2022		DLBCL	3
PRKDC	2022		DLBCL	2
PROS1	2022		DLBCL	3
PRPS1	2022		DLBCL	2
PRSS22	2012	loveGeneticLandscapeMutations2012	BL	3
PRSS7	2012		DLBCL	3
PRUNE2	2018	tiacciPervasiveMutationsJAKSTAT2018	PMBL	2
PTCH1	2018		DLBCL	3
PTEN	2018	LOF	DLBCL	1
PTPN1	2014	gunawardanaRecurrentSomaticMutations2014	PMBL	1
PTPN14	2014		DLBCL	3
PTPN21	2014		DLBCL	2
PTPN23	2014		DLBCL	3
PTPN6	2014	LOF	DLBCL	1
PTPRD	2014		DLBCL	2
PTPRF	2014		DLBCL	3
PTPRK	2014		DLBCL	3
PTPRN	2012	loveGeneticLandscapeMutations2012	BL	3
PTPRT	2012		DLBCL	3
PXDNL	2019	paneaWholeGenomeLandscape2019	BL	3
PXK	2019		DLBCL	3
PZP	2023	russler-germainMutationsAssociatedProgression2023	FL	2
RAB3GAP1	2023		DLBCL	3
RAC2	2023		DLBCL	2
RAD9A	2023		DLBCL	3
RAF1	2023		DLBCL	3
RANBP2	2015	reichelFlowSortingExome2015	PMBL	2
RANBP6	2012	loveGeneticLandscapeMutations2012	BL	2
RAPGEF1	2012		DLBCL	2
RAPGEF2	2012		DLBCL	3
RAPGEF3	2012		DLBCL	3
RARA	2012		DLBCL	3
RASGEF1A	2012		DLBCL	2
RB1	2012	LOF	DLBCL	1
RBM15B	2012		DLBCL	3
RBM38	2019	wienandGenomicAnalysesFlowsorted2019	PMBL	2
RBM6	2021	hubschmannMutationalMechanismsShaping2021	FL	2
RBP3	2021		DLBCL	2
RCOR1	2016	spinaGeneticsNodalMarginal2016	MZL	2
RDH12	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
RECQL4	2023		DLBCL	3
RELN	2023		DLBCL	3
RET	2023		DLBCL	3
REV3L	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
RFC1	2022		DLBCL	3
RFTN1	2022		DLBCL	2
RFX7	2022	LOF	DLBCL	1
RGAG1	2022		DLBCL	2
RGS1	2022		DLBCL	3
RGS4	2013	beaLandscapeSomaticMutations2013	MCL	2
RHEX	2013		DLBCL	2
RHOA	2013	LOF	DLBCL	1
RHOH	2013		DLBCL	2
RHPN2	2013		DLBCL	3
RIF1	2013		DLBCL	3
RIMS4	2013		DLBCL	3
RNF144B	2019	paneaWholeGenomeLandscape2019	BL	2
ROBO2	2014	zhangGenomicLandscapeMantle2014	MCL	2
ROCK1	2017	jalladesExomeSequencingIdentifies2017	MZL	2
ROR2	2017		DLBCL	3
RPL10	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
RPL1L	2016	spinaGeneticsNodalMarginal2016	MZL	2
RPTOR	2016		DLBCL	3
RRAGC	2016	GOF	DLBCL	1
RSL1D1	2016		DLBCL	3
RUNDC1	2016		DLBCL	3
RUNX1	2016		DLBCL	3
RYR1	2016		DLBCL	3
S1PR1	2016		DLBCL	2
S1PR2	2016	LOF	DLBCL	1
SAL3	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
SALL3	2012	loveGeneticLandscapeMutations2012	BL	3
SAMD5	2016	spinaGeneticsNodalMarginal2016	MZL	2
SAMD9L	2016		DLBCL	2
SAPS2	2012	loveGeneticLandscapeMutations2012	BL	3
SAPS3	2012		DLBCL	3
SARM1	2012		DLBCL	3
SBF1	2012	loveGeneticLandscapeMutations2012	BL	3
SCG3	2016	spinaGeneticsNodalMarginal2016	MZL	2
SCN9A	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
SCYL1	2023		DLBCL	3
SDK2	2023		DLBCL	2
SEC14L5	2023		DLBCL	2
SEL1L3	2023		DLBCL	2
SEMA3A	2023		DLBCL	3
SEMA3D	2023		DLBCL	3
SEMA5A	2023		DLBCL	3
SENP7	2015	reichelFlowSortingExome2015	PMBL	2
SERINC2	2015		DLBCL	3
SERPINA1	2015		DLBCL	2
SERPINA9	2015		DLBCL	2
SETD1B	2015	LOF	DLBCL	1
SETD2	2015		DLBCL	2
SETD5	2015		DLBCL	2
SETDB1	2015	reichelFlowSortingExome2015	PMBL	2
SF3B1	2015	NEO	DLBCL	1
SGK1	2015	GOF	DLBCL	1
SH3PXD2B	2015		DLBCL	3
SHANK1	2012	loveGeneticLandscapeMutations2012	BL	3
SHMT2	2012		DLBCL	3
SHROOM3	2023	russler-germainMutationsAssociatedProgression2023	FL	2
SI	2014	zhangGenomicLandscapeMantle2014	MCL	2
SIAH2	2014		DLBCL	2
SIGLEC10	2014		DLBCL	3
SIN3A	2014		DLBCL	1
SLC16A7	2014		DLBCL	3
SLC16A8	2014		DLBCL	3
SLC17A6	2013	beaLandscapeSomaticMutations2013	MCL	2
SLC29A2	2012	loveGeneticLandscapeMutations2012	BL	3
SLC34A2	2012		DLBCL	2
SLC38A8	2012		DLBCL	2
SLC4A8	2012		DLBCL	3
SLC5A1	2012		DLBCL	3
SLC9A5	2012		DLBCL	3
SLITRK6	2012		DLBCL	2
SMAD3	NA	Unknown	PMBL	2
SMARCA1	NA		DLBCL	2
SMARCA2	NA	Unknown	PMBL	2
SMARCA4	NA	LOF	DLBCL	1
SMARCB1	2020	nadeuGenomicEpigenomicInsights2020b	MCL	2
SMC1A	2014	zhangGenomicLandscapeMantle2014	MCL	2
SMEK1	2014		DLBCL	2
SMO	2014		DLBCL	3
SNTB2	2019	paneaWholeGenomeLandscape2019	BL	3
SOCS1	2019	LOF	DLBCL	1
SOS2	2019		DLBCL	3
SOX6	2019		DLBCL	3
SP140	2013	beaLandscapeSomaticMutations2013	MCL	1
SPEG	2013		DLBCL	3
SPEN	2013		DLBCL	1
SPTBN1	2013		DLBCL	3
SRPX	2013		DLBCL	2
SRRM2	2013		DLBCL	2
ST6GAL1	2013		DLBCL	2
ST8SIA3	2013		DLBCL	3
STAB2	2023	russler-germainMutationsAssociatedProgression2023	FL	2
STAT3	2023	GOF	DLBCL	1
STAT5B	2023		DLBCL	2
STAT6	2023	GOF	DLBCL	1
STRAP	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
STXBP5	2016	spinaGeneticsNodalMarginal2016	MZL	2
SULF2	2016		DLBCL	3
SWAP70	2012	rossiCodingGenomeSplenic2012	MZL	2
SYK	2012		DLBCL	3
SYN2	2012		DLBCL	2
SYNE1	2020	nadeuGenomicEpigenomicInsights2020b	MCL	1
SYNGAP1	2012	loveGeneticLandscapeMutations2012	BL	3
SYPL1	2012		DLBCL	2
TAF1	2012		DLBCL	1
TAF1L	2012		DLBCL	3
TAF4B	2012		DLBCL	3
TAP1	2012		DLBCL	2
TBC1D15	2015	reichelFlowSortingExome2015	PMBL	2
TBC1D26	2014	zhangGenomicLandscapeMantle2014	MCL	2
TBC1D3F	2022	maSubtypespecificCooccurringGenetic2022	FL	2
TBC1D4	2022		DLBCL	2
TBC1D9B	2012	loveGeneticLandscapeMutations2012	BL	3
TBK1	2017	jalladesExomeSequencingIdentifies2017	MZL	2
TBL1XR1	2017	LOF	DLBCL	1
TBP	2017		DLBCL	2
TCF3	2012	schmitzBurkittLymphomaPathogenesis2012	BL	1
TCL1A	2012		DLBCL	2
TCTN2	2016	spinaGeneticsNodalMarginal2016	MZL	2
TECRL	2016		DLBCL	3
TERT	2020	nadeuGenomicEpigenomicInsights2020b	MCL	1
TET2	2020	LOF	DLBCL	1
TET3	NA	Unknown	PMBL	2
TFAP4	2019	grandeGenomewideDiscoverySomatic2019	BL	1
TGFBR2	2019		DLBCL	2
THBS4	2019		DLBCL	3
TICRR	2015	reichelFlowSortingExome2015	PMBL	2
TIGD6	2012	loveGeneticLandscapeMutations2012	BL	3
TIMM50	2012		DLBCL	3
TIPARP	2012		DLBCL	2
TLL2	2012		DLBCL	2
TLN1	2012		DLBCL	3
TLN2	2012		DLBCL	3
TLR2	2012		DLBCL	2
TLR4	2012		DLBCL	3
TMC1	2012		DLBCL	3
TMEM161A	2012		DLBCL	3
TMEM16E	2012		DLBCL	3
TMEM30A	2012	LOF	DLBCL	1
TMEM63A	2012		DLBCL	3
TMSB4X	2012		DLBCL	1
TMSL3	2012		DLBCL	2
TNF	2012		DLBCL	2
TNFAIP3	2012	LOF	DLBCL	1
TNFRSF14	2012	LOF	DLBCL	1
TNFRSF1B	NA	Unknown	PMBL	2
TNIP1	2018	tiacciPervasiveMutationsJAKSTAT2018	PMBL	2
TNIP2	2017	vandenbrandRecurrentMutationsGenes2017	MZL	2
TNPO1	2017		DLBCL	3
TNRC6B	2013	beaLandscapeSomaticMutations2013	MCL	2
TOP2A	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
TOX	2012		DLBCL	1
TP53	2012	LOF	DLBCL	1
TPP1	2021	hubschmannMutationalMechanismsShaping2021	FL	2
TPR	2021		DLBCL	3
TPRKB	2021		DLBCL	3
TPST2	2012	loveGeneticLandscapeMutations2012	BL	3
TPTE	2022	maSubtypespecificCooccurringGenetic2022	FL	2
TRAF3	2022		DLBCL	2
TRAF6	2022		DLBCL	2
TRIM2	2022		DLBCL	2
TRIM37	2022		DLBCL	3
TRIP11	2022		DLBCL	3
TRPM6	2013	beaLandscapeSomaticMutations2013	MCL	2
TRRAP	2013		DLBCL	3
TSC2	2013		DLBCL	3
TSC22D1	2013		DLBCL	2
TSHZ2	2013		DLBCL	3
TTN	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
TYRO3	2022		DLBCL	3
UBE2A	2022		DLBCL	1
UBE2J1	2022		DLBCL	2
UBR5	2022		DLBCL	2
UBXN11	2022		DLBCL	3
UBXN2B	2022		DLBCL	3
UHRF1BP1	2022		DLBCL	2
UHRF1BP1L	2022		DLBCL	3
UNC13B	2022		DLBCL	3
UNC5B	2022		DLBCL	2
UNC5C	2022		DLBCL	2
UNC5D	2022		DLBCL	2
UQCRC1	2022		DLBCL	3
USH2A	2013	parryWholeExomeSequencing2013	MZL	2
USP7	2013		DLBCL	2
VANGL1	2013		DLBCL	3
VAX1	2013		DLBCL	2
VMA21	2021	hubschmannMutationalMechanismsShaping2021	FL	1
VMP1	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
VPS13A	2019		DLBCL	3
VPS13B	NA	Unknown	PMBL	2
VWA7	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
WAC	2022		DLBCL	3
WDFY3	2022		DLBCL	2
WDR65	2022		DLBCL	3
WDR66	2022		DLBCL	3
WDR67	2022		DLBCL	3
WDR7	2019	paneaWholeGenomeLandscape2019	BL	3
WDR87	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
WDR90	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
WEE1	2012		DLBCL	1
WHAMM	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
WIF1	2012		DLBCL	3
WNK1	2012		DLBCL	2
WNK2	2019	paneaWholeGenomeLandscape2019	BL	2
WNK4	2019		DLBCL	3
WT1	2019		DLBCL	3
XDH	2019		DLBCL	3
XIRP2	2023	russler-germainMutationsAssociatedProgression2023	FL	2
XPO1	2023	NEO	DLBCL	1
YY1	2023		DLBCL	2
YY1AP1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
ZAN	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
ZBTB7A	2022		DLBCL	3
ZC3H12A	2022	LOF	DLBCL	1
ZCCHC11	2018	tiacciPervasiveMutationsJAKSTAT2018	PMBL	2
ZCCHC7	2018		DLBCL	2
ZEB2	2018		DLBCL	2
ZFAT	2018		DLBCL	3
ZFP36L1	2018		DLBCL	1
ZFX	2018		DLBCL	2
ZIC4	2018		DLBCL	3
ZMYM4	2018		DLBCL	3
ZNF117	2014	zhangGenomicLandscapeMantle2014	MCL	2
ZNF217	2014		DLBCL	2
ZNF229	2012	loveGeneticLandscapeMutations2012	BL	3
ZNF292	2012		DLBCL	1
ZNF296	2014	zhangGenomicLandscapeMantle2014	MCL	2
ZNF354A	2014		DLBCL	3
ZNF366	2014		DLBCL	3
ZNF385B	2014		DLBCL	2
ZNF423	2014		DLBCL	2
ZNF439	2014		DLBCL	3
ZNF474	2014		DLBCL	3
ZNF521	2014		DLBCL	2
ZNF608	2014		DLBCL	1
ZNF700	2014		DLBCL	3
ZNF790	2014		DLBCL	3
ZNF814	2014		DLBCL	3
ZNF85	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
ZNF91	2022		DLBCL	3
ZP1	2022		DLBCL	3
ZWILCH	2022		DLBCL	2
